timing,collisions,ticks,id
132.5671157836914,0,1887,145
291.12136149406433,118,4019,149
195.04565978050232,0,2659,153
320.5290174484253,0,5883,155
278.6793804168701,0,3860,159
281.04324531555176,0,3911,161
194.4081265926361,0,2746,163
279.6989526748657,0,3968,165
270.33772373199463,0,3887,169
282.206668138504,0,4204,171
304.8948016166687,0,5924,175
249.20493412017822,0,3684,177
301.358615398407,0,5966,179
257.93295907974243,0,3943,181
268.60931396484375,0,4305,183
