timing,collisions,ticks,id
158.30543327331543,0,2216,145
346.8720464706421,0,4921,149
158.79070711135864,0,2243,153
364.8419463634491,14,5730,155
317.1850564479828,0,4387,159
363.4531502723694,1,5765,161
315.72238969802856,0,4424,163
360.10457706451416,1,5831,165
350.23833084106445,14,5475,169
312.111350774765,0,4457,171
354.4604535102844,2,5865,173
325.13483786582947,0,4894,175
347.9067397117615,2,5931,177
336.27065873146057,0,5504,181
298.4755344390869,0,4488,183
