timing,collisions,ticks,id
289.72239565849304,235,3974,147
291.5328025817871,107,4049,151
290.59326457977295,88,4100,157
286.9512412548065,88,4169,167
283.7417175769806,0,4268,173
269.6721088886261,0,4372,185
