timing,collisions,ticks,id
298.1368474960327,0,3942,147
300.6547689437866,0,4076,155
293.9041223526001,0,4107,167
292.2314043045044,2,4146,171
290.7806251049042,135,4204,175
279.15020775794983,133,4234,185
