timing,collisions,ticks,id
332.75554609298706,1,4558,147
333.3133101463318,0,4592,151
333.18003487586975,0,4633,157
328.30490350723267,0,4664,167
317.2449743747711,0,4715,179
308.09424233436584,0,4767,185
