timing,collisions,ticks,id
252.89109063148499,0,3383,147
253.46763634681702,59,3433,153
253.24720358848572,1,3487,161
250.99935126304626,1,3547,167
260.5045883655548,4158,4039,173
249.84050035476685,0,4099,183
