timing,collisions,ticks,id
447.7986273765564,0,3243,145
630.4209215641022,44,4696,149
461.9297037124634,0,3433,151
612.310334444046,3,4602,153
447.5989716053009,0,3461,157
597.321453332901,0,4626,159
453.102774143219,0,3549,161
678.3741185665131,0,5317,163
478.23201990127563,0,3835,165
555.9350094795227,0,4576,169
643.436595916748,0,5347,173
445.09127926826477,136,3879,177
637.6183536052704,0,5377,179
504.31918239593506,0,4480,181
622.0321960449219,0,5407,183
