timing,collisions,ticks,id
271.4526767730713,0,1858,145
489.82385754585266,0,3530,149
376.6650106906891,0,2717,151
620.6175260543823,75,4601,155
440.7143898010254,0,3308,157
537.1803689002991,0,4040,159
430.94050908088684,92,3369,163
648.20565366745,0,5005,165
407.7583646774292,2,3336,169
636.593674659729,0,5057,171
632.0026688575745,0,5091,175
405.9931056499481,3466,3462,177
418.7979850769043,3466,3605,179
475.88923835754395,177,4076,181
389.83727741241455,0,3490,185
