timing,collisions,ticks,id
378.8286466598511,0,2973,147
411.31993293762207,0,3289,151
407.85370922088623,0,3384,157
401.13068675994873,0,3423,163
393.43420934677124,0,3544,173
383.61645007133484,0,3649,179
