timing,collisions,ticks,id
437.6858217716217,136,3176,147
425.59898853302,0,3282,155
412.38949632644653,0,3432,167
420.55149579048157,0,3568,171
425.39497447013855,7,3680,175
424.80734610557556,44,3898,185
