timing,collisions,ticks,id
313.3557770252228,0,2231,145
663.2062981128693,0,4916,149
305.6254575252533,0,2260,153
762.9581980705261,0,5812,155
572.5036668777466,0,4421,159
630.3949279785156,0,4945,161
559.558215379715,195,4465,165
624.0560212135315,0,4971,167
544.6021687984467,0,4502,169
719.0819933414459,0,5844,171
575.9620976448059,0,4888,175
704.141126871109,0,5882,177
549.7187654972076,1,4839,181
568.1637451648712,0,4997,183
764.828008890152,0,6535,185
