timing,collisions,ticks,id
420.15984296798706,0,2967,147
439.59882497787476,59,3230,153
448.8350009918213,90,3389,161
434.60617899894714,0,3420,167
433.29913353919983,0,3548,173
426.1692521572113,161,3710,183
