timing,collisions,ticks,id
243.00925254821777,0,1903,145
515.5292644500732,6,4068,149
331.32372403144836,0,2676,153
737.0276792049408,0,5911,155
467.84204506874084,0,3861,159
490.517404794693,1,4117,161
311.29350996017456,0,2762,165
462.0277187824249,0,3956,167
440.3410520553589,0,3888,169
471.27580642700195,1,4148,171
695.5069830417633,0,5950,175
430.0050458908081,0,3929,177
423.607937335968,0,4000,181
677.4520320892334,7,5991,183
422.288697719574,0,4030,185
